Город;Адрес;Комментарий;График работы;Телефон;Магазин;Формат
Свердловская обл., г. Первоуральск;пр. Ильича, д. 13а, стр. 1, ТЦ «Мегаполис»;;Ежедневно с 10:00 до 22:00.;;Детский мир;Супермаркет
Тамбовская обл., г. Мичуринск;ул. Промышленная, д. 2, ТЦ «Магнит»;;Ежедневно с 10:00 до 22:00.;;Детский мир;Супермаркет
Московская обл, г. Коломна;ул. Астахова, д. 4, корп. 1, ТЦ «Лента»;;Ежедневно с 10:00 до 22:00.;;Детский мир;Супермаркет
;Республика Башкортостан, Октябрьский г., просп. Ленина, 59/1, ТЦ «Верба»;;Ежедневно с 10:00 до 21:00.;;Детский мир;Супермаркет
Республика Казахстан, г. Актау;12А микрорайон, здание 1/3, ТЦ «Мечта»;;Ежедневно с 10:00 до 22:00.;;Детский мир;Супермаркет
г. Ростов;-на-Дону, ул. Лелюшенко - 4, ТЦ «Магнит»;;Ежедневно с 10:00 до 22:00;;Детский мир;Супермаркет
г.Тамбов;ул. Шлихтера, д.5а, ТЦ «Европа33»;;Ежедневно с 10:00 до 22:00.;;Детский мир;Супермаркет
Московская обл.,г.Балашиха;мкр.Кучино, ул.Центральная, д.40, ТЦ «Эдельвейс»;;Ежедневно с 10:00 до 22:00;;Детский мир;Супермаркет
г. Балашиха; ш. Энтузиастов,  36а,  ТЦ Вертикаль 1-й этаж;"от ст. м. Щёлковская автобус или маршрутка 338,396, от ст. м. ""Партизанская"" автобус  или маршрутка 385,337   ;
от ст.м. Новогиреево маршрутка 125, 108, 110, 193 до ост. ""Горсовет"";, перейти через перекрёсток на сторону Макдональдса, следующим будет ТЦ""Вертикаль"" вход со стороны области, цокольный этаж."; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Россия; Московская область,  Ленинский район,  Видное,  микрорайон Солнечный,  10;"Станция м. «Кантемировская», первый вагон из центра(выход в сторону Кавказского бульвара), из стеклянных дверей налево, по лестнице налево, через 20 метров остановка, автобус или маршрутка № 489, в г. Видном остановка «Кинотеатр», разворот на 180 градусов, ТЦ «КУРС» 2 этаж
"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Жуковский; ул. Баженова,  2а,  ТРЦ Авиатор 2-й этаж;от метро Кузьминки авт. И марш. Такси № 525 м. Выхино авт. И маршр. Такси№ 424, №14 маршрутное такси по городу Жуковскому конечная остановка ул. Федотова. ; Часы работы Ежедневно с 9:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Коломна; Советская пл.,  8,  ТЦ Глобус;"ст.м.Выхино,автовокзал,авт.№460 Москва-Коломна,сказать водителю остановить у Торгового дома ""Коломна"",выходите из автобуса и прямо перед вами будет ТЦ Глобус, наш магазин примыкает к главному зданию и имеет отдельный вход. Также можно доехать на электричке с Казанского вокзала,направление Москва-Голутвин, выходите на конечной Голутвин,сходите с платформы и направляетесь к автовокзалу который находится напротив ж/д вокзала,садитесь в маршрутное такси №20,№68 и выходите напротив здания администрации г.Коломна, через дорогу будет ТЦ Глобус и магазин который примыкает к головному зданию ТЦ."; Часы работы Ежедневно с 09:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
 г. Лобня; ул. Маяковского,  5а,  ТЦ Надежда;"м.Алтуфьево (автобус), Тимирязевская (электричка) по Савеловскому направлению до ст. ""Лобня"" перейти через ж/д переход, войти в ТЦ Надежда "; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Марьино,  ул. Люблинская,  157;"м. ""Марьино"", последний вагон из центра, 2-й выход из перехода налево. Далее 400 метров в сторону магазина ""Ашан""."; Часы работы Ежедневно с 09:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Красносельская,  ул. Гаврикова,  2/38;"ст. метро ""Красносельская"", первый вагон из центра. Из метро прямо, перейти дорогу через светофор и повернуть на лево по ул. Краснопрудная, в сторону третьего кольца, пройти три дома, на перекрестке ул.Краснопрудная и Гаврикова, прямо под третьем кольцом находится магазин."; Часы работы Ежедневно с 09:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Беляево,  ул. Профсоюзная,  102,  стр.1,  ТЦ Ареал 3-й этаж;"Магазин расположен у станции метро Беляево, выход в сторону кинотеатра Витязь. 3 метра от выхода из метро.
"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Варшавская,  Варшавское шоссе,  д. 87Б,  ТЦ Варшавский,  1-й этаж;"Последний вагон из центра, после выхода из метро повернуть направо, выйти на улицу. По правую руку будет находиться ТЦ""Варшавский"", магазин ""Кораблик"" располагается на 1-ом этаже ТЦ.
"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Чертановская,  ул Чертановская,  1в,  к.1;"м. Чертановская первый вагон из центра, далее пешком вдоль жилого дома с левой стороны, вниз по лестнице и налево.
"; Часы работы Ежедневно с 09:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Алексеевская,  пр-т Мира,  118а;"м. Алексеевская, 1 вагон в центр, выйти из метро, держаться правее и двигаться по проспекту Мира в сторону м. ВДНХ до 1 поворота на Староалексеевскую улицу, по ней пройти 200 метров до жилого здания, на 1-ом этаже магазин Кораблик.
"; Часы работы Ежедневно с 9:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Ногинск; ул. Декабристов,  5а,  ТЦ Зареченский;Из Москвы: Курский вокзал-на электричке или от ст. м. Партизанская автостанция Измайловская автобус или маршрутка №322,382,394 до автовокзала г. Ногинск далее в обоих вариантах на маршрутке №19,18 до ост. Заречье; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Обнинск; пр-т Ленина,  208,  ТЦ Весна;"Из Москвы: Киевский вокзал на электричке до станции Обнинское. При выходе с электрички перейти на противоположную сторону, до магазина можно доехать на автобусе или маршрутном такси № 2,12 остановка ТЦ ""Весна""
"; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Одинцово; ул. Неделина,  6,  ТЦ «О'Парк»;"Из Москвы: м. Парк Победы  автобус №339 остановка  Узел связи,м. Юго-Западная автобус № 461 остановка Узел связи, или электричка  Белорусское направление до станции Одинцово, до магазина 10 минут пешком до ТЦ О`Парк
"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Орехово-Зуево; ул. Ленина,  44а,  ТЦ Никольский;"станция Орехово-Зуево. При выходе с электрички перейти по мосту налево, до магазина можно доехать на автобусе или маршрутном такси №1,3. Остановка ТЦ ""Никольский"". 
"; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Раменское; ул. Михалевича,  6а;"ст.Раменское.  Далее перейти через мост на левую сторону к автовокзалу. Далее вдоль кинотеатра Юбилейный пройти 10 м. до маг. Пятачок. Мы находимся на втором этаже этого здания.
"; Часы работы Ежедневно с 09:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Реутов; ул. Южная,  10а,  ТЦ Курс;"метро""Новогиреево"" 1 вагон из центра после выхода из метро повернуть налево, по лестнице вверх и направо. На автобусе №792,811 до остановки ""Южная д.15"" на светофоре перейти дорогу в сторону ""Макдональдс"" после него находится ТЦ ""КУРС"" адрес: .ул. Южная, д.10А, ТЦ ""Курс"" 2 этаж"; Часы работы Ежедневно с 10:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Рязань; ул. Ленина,  21,  ТЦ Атрон Сити;"Доехать до остановки ТЦ ""Атрон-Сити""(троллейбус № 5,6,8 ,автобус № 5,11,13.17,7,маршрутное такси № 47,53,подняться на эскалаторе на 4 этаж (также имеется возможность подняться с коляской на лифте),пройти прямо, затем повернуть налево и Вы окажитесь в сказочной стране магазина ""Кораблик"", в котором Вас ожидает множество приятных сюрпризов."; Часы работы Ежедневно с 10:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Сергиев-Посад; ул. Кооперативная,  3,  ТЦ Вознесенский;"1 .  Из Москвы: Ярославский вокзал м. Комсомольская   на электричке  до станции Сергиев Посад. Магазин находится  непосредственно  на станции Сергиев Посад  ТЦ ""Вознесенский "".                                                               
2.  По городу : можно доехать на любой маршрутке или  на автобусе,  по маршруту следования - конечный пункт  авто/ж/д  вокзал. 
"; Часы работы Ежедневно с 09:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Химки; Ленинградское ш.,  вл.5,  ТЦ «Лига»;"м. Речной вокзал, последний вагон из центра, автобус или  маршрутное такси № 443, маршрутное такси № 986 до остановки ""Юбилейный проспект"".                                        
м. Планерная, первый вагон из центра, маршрутное такси № 496, троллейбус №203 до остановки ""Юбилейный проспект"".
"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Красногорск; ул. 50 лет Октября,  12,  ТРЦ «Парк» ;Первый вагон из центра, выход к пригородным поездам налево (на электричке до станция Красногорская). Первый вагон из центра , выход направо, на 210 маршрутке до остановке ТЦ Парк; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Дмитров; ул.Советская,  д.5,  ТЦ Сити,  2-й этаж;"метро Савеловская, 1-й вагон из центра электричка до г. Дмитров. От вокзала маршрутка 10, 38, 26 остановка администрация. Направо ТЦ ""Сити"", 2-ой этаж
"; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Клин;" ул. Гагарина,  д. 8,  ТЦ ""Континент"",  3-й этаж";"Электричкой  с Ленинградского вокзала до остановки ""Клин"". На привокзальной площади -остановка около ТЦ ""Дарья "". Автобусом или маршруткой № 1,7,5 до остановки ул. Гагарина. Далее  налево  150 м до ТЦ ""Континент"".   Автобусом: № 437 Москва-Клин, от  м. Речной вокзал (остановка напротив магазина ""Кораблик""), в Клину выйти на остановке М-10, по ходу автобуса пройти 40 м, справа находится ТЦ ""Континент"", м-н ""Кораблик"" расположен на 3-м этаже ТЦ. Главный ориентир ""Макдональдс""
"; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
 г. Ступино; ул. Горького,  26,  ТЦ Ока;из Москвы: с павелецкого вокзала до станции Ступино. При выходе с электрички перейти на противоположную сторону. До магазина можно доехать на автобусе или маршрутном такси, остановка ТЦ Ока.; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Речной вокзал,  ул. Фестивальная,  17,  к.1а,  ТЦ «У Речного»;"м. Речной вокзал, 1-й вагон из центра, из метро на лево, идти вдоль улицы не переходя дорогу 250 метров. Торговый комплекс расположен слева по ходу движения от метро.
Магазин находиться на 3 этаже."; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Домодедово; ул. Корнеева,  1а,  ТЦ Стайер;"с Павелецкого вокзала электричка до город Домодедово 2мин пешком или от  метро домодедовская на маршрутке № 466 до станции Домодедово.
"; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
 п. Лесной городок; ул. Школьная,  1,  ТЦ Город;"С Одинцово авт №33 . С Москвы авт.№ 442. На электричке ст. Лесной городок дойти до Минского ш. 
"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Пушкино; ул. Чехова,  12,  ТЦ ВИТ;"Из Москвы: Ярославский вокзал, на электричке по станции г. Пушкино, выход на правую сторону, вниз по Московскому проспекту 5-7 минут пешком до ТЦ ""ВИТ""- 4 этаж, ориентир ""Вечный огонь"". "; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
  г. Павловский Посад; ул. Кирова,  5,  ТЦ Апрель;"от Москвы: электричка с ""Курского"" вокзала до станции ""Павловский Посад""  далее от Ж/Д вокзала ""Павловский Посад"" и Автовокзала- любой транспорт в сторону площади. Остановка ""Площадь Революции""."; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Владимир; ул. Ленина,  д. 46,  ТЦ Крейсер, 3-й этаж;"С автовокзала доезжаете до ост. Ул. Пугачева и идете прямо 150 м. до ТЦ Крейсер
"; Часы работы Ежедневно с 10:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Люберцы; ул. Попова,  1,  ТЦ Парк Сити;"От метро Выхино маршрутка № 888 (остановка маршрутки на стороне рынка у метро Выхино) ехать до остановки ТЦ Парк Сити (ориентир Наташинские пруды)
"; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Тверь; пр-т Калинина,  15,  стр.1,  ТРЦ Рубин;"От вокзалов – ж/д и авто, маршрутное такси № 2, 24, 27, 227; троллейбус № 2. Доехать до остановки ""бульвар Ногина"", перейти дорогу, повернуть направо, пройти 200 м до здания торгово-развлекательного центра ""Рубин"", зайти в ТРЦ (1 этаж), повернуть налево и вы в магазине."; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Одинцово; Можайское ш.,  159,  ТЦ Курс;"От станции Баковка в направление к Можайскому шоссе пешком 10 мин. От станции Одинцово автобус 339 остановка Баковский завод.
"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
 г. Мытищи; ул.Селезнёва,  33,  ТРЦ Перловский;С Ярославского вокзала на электричке, первый вагон по ходу движения поезда, железнодорожная станция Перловская. Необходимо перейти через мост на противоположную сторону. ТЦ Перловский расположен у станции на стороне движения электричек на Москву.; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Мытищи; Олимпийский пр-т,  10,  ТЦ Альта;Ярославский вокзал, до ст. Мытищи, выход в город на площадь  с памятником Ленину, далее влево и вдоль здания ТЦ Торус до автодороги, дорогу перейти и прямо самое высокое здание, вход в торговую часть, по эскалатору или на лифте 3 этаж. Так же до ст. Мытищи можно доехать от метро ВДНХ, м. Медведково.; Часы работы Ежедневно с 10:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Александров; ул.Ленина 13 , корп.1,  ТЦ Саша,  2 эт.;"Из Москвы: с Ярославского вокзала порядка 2х часов на электричке. При выходе с электрички перейти привокзальную площадь. Далее на любом автобусе (кроме №№1 и 8) в сторону центра две остановки (остановка м-н ""Подарки""). Либо пешком 10 минут по улице Ленина до ТЦ ""Царский Двор"" за ним расположен  ТЦ ""Саша""."; Часы работы Ежедневно с 9:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Фрязино; ул. Советская,  1в,  ТЦ Фрязино;С автовокзала м Щелковская: автобус 361,335,маршрутка 361 до остановки Пр-т Мира, переход на противоположную сторону( справа м-н ОСТИН) идти 3 мин прямо до ТЦ.; Часы работы Ежедневно с 09:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Сергиев Посад; Новоугличское ш.,  36б,  ТЦ Углич;"Из Москвы: Ярославский вокзал, м. Комсомольская. На электричке до станции Сергиев Посад, маршрутное такси №1, №3 Остановка Бульвар Кузнецова. Выходим и идем вперед 50м до  ТЦ ""УГЛИЧ""
"; Часы работы Ежедневно с 09:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Калуга; ул.Ленина, 70,  ТЦ Копейка,  2-й этаж;"Из Москвы: Киевский вокзал на электричке до станции Калуга I. При выходе из электрички на троллейбусной остановке можно уехать троллейбусами № 1, 12 либо на маршрутном такси № 1; 29; 31; 45;76 до остановки кинотеатр ""Центральный"". Пройти от остановки вверх 200м.
"; Часы работы Ежедневно с 9:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Тула; ул. Металлургов,  62а,  ТЦ Демидовский;"Доехать можно маршрутным такси № 4М, №24 и автобусом №24. Выходите  на остановке «Искра». Торговый центр  « Демидовский», второй этаж.
"; Часы работы Ежедневно с 10:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Коломна; ул.Гагарина,  7а,  к.1,  ТЦ «Парус»;"На электричке до ст. Голутвин, или на автобусе  Москва-Коломна до автовокзала Голутвин, перейти через дорогу, затем по правую руку двигаться через жилые дома, к Афганскому рынку, до ТЦ ""Серебряные паруса""."; Часы работы Ежедневно с 9:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Ясенево,  ул. Голубинская,  28,  ТЦ «Фестивальный»;"Метро ""Ясенево"" первый вагон из центра. Подняться по лестнице повернуть направо ,идем прямо по переходу до конца. Поднимаемся по лестнице на улицу. Автобус ""769,781. Остановка ул. Голубинская д.31. ТЦ ""Перекресток"""; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Воскресенск; ул. Кагана,  17,  ТЦ Атриум;"Можно добраться на электричке  Голутвин, Шиферная или 88 км ехать до станции Воскресенск, затем подняться по мосту на право и ехать на маршрутке №13 или №8 до ТЦ ""Атриум"" ( в народе Атак)  или можно на автобусе. Выйти с конечной станции метро Выхино пройти на автовокзал, автобус №358 Воскресенск ехать до остановки ""Эльдорадо"", затем пешком мимо рынка или сквозь дворы до ул. Кагана до ТЦ ""Атриум""."; Часы работы Ежедневно с 10:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Наро-Фоминск; ул. Ленина,  8,  ТЦ Серпантин;"Из Москвы: Киевский вокзал на электричке до станции Нара. С вокзала идет маршрутка №9 или № 1 , остановка ТЦ ""Серпантин"""; Часы работы Ежедневно с 09:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Обнинск; пр-т Маркса,  45,  ТРК «Триумф Плаза»;"Из Москвы: Киевский вокзал на электричке до станции Обнинское. При выходе с электрички перейти на противоположную сторону. До магазина можно доехать на автобусе или маршрутном такси № 3 (до остановки ДОМ для ДОМА, перейти на сторону заправочной станции, к ТРК ТРИУМФ Плаза и на лифте спустится на - 1 этаж), либо на маршрутном такси № 4,14 (остановка Дом для Дома, либо ""32 квартал""- остановка расположена практически напротив ТРК ТРИУМФ Плазы)"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Тула; пр-т Ленина,  122,  ТЦ SPAR;"Городской транспорт: тролейбус № 1,2,4,5 трамвай 12, маршрутное такси 9, 18,17, 30, 114, 118, 1Т, 218, 38, 35 автобус 18, 25
"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
 г. Пущино; пр-т Науки,  5;"Из Москвы: от станции метро ""Южная"", междугородним автобусом ""Москва-Пущино"". Выход в городе на остановке ""Рынок"". Далее переходим через дорогу и идем 5 минут пешком  до ТЦ ""Дикси"" Магазин ""Кораблик"" находится на 1-м этаже.
"; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Чехов; ул. Московская,  96,  ТРЦ «Карнавал»;"Из Москвы на электричке(Курское направление): до станции Чехов,(там же автовокзал) далее на любом автобусе до ТЦ ""Карнавал"". Из Москвы на автобусе (м.Южная): до ТЦ ""Карнавал"""; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Егорьевск; ул. Советская,  187,  ТЦ «ЦНА»;"С вокзала на автобусе или маршрутке до остановки Дворец Спорта, далее перейти проезжую часть и пройти в обратную сторону 300 метров до Торгового дома ""Цна""."; Часы работы Ежедневно с 9:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Алтуфьево,  Алтуфьевское ш.,  72,  ТЦ Наш;Метро Алтуфьево последний вагон из центра, в переходе налево, при выходе на улицу направо. Далее примерно 6-10 мин. пешком прямо в сторону улицы Пришвина.; Часы работы Ежедневно с 9:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Шипиловская,  ул. Мусы Джалиля,  6,  к.2,  ТЦ Петровский;"м. Борисово 1 вагон из центра 7 минут до магазина пешком м. Шипиловская 1 вагон из центра 5 минут пешком до магазина
"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
п. Томилино; 1 км Егорьевского ш.,  3в,  ТЦ Арбатский;"От метро Выхино (выход сразу на улицу) на маршрутке 560, 346 до ост. ВУГИ ориентир ТДТ (Торговый дом Томилино), от Казанского вокзала до станции Коренево на маршрутке 35,77.
"; Часы работы Ежедневно с 10:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
 г. Одинцово; ул. Маковского,  2а,  ТЦ Союзный;"Из Москвы: С Белорусского вокзала на электричке до станции Одинцово 1 вагон в область. Перейти по железнодорожному мосту, у платформы -  ТЦ ""Союзный"" 3 этаж.
"; Часы работы Ежедневно с 10:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Луховицы; ул. Куйбышева,  71,  ТЦ Галерея;"Можно добраться любым автобусом или маршрутным такси по маршруту Вокзал-Набережная, Вокзал-Ларино, Вокзал ДОК до автобусной остановки ""Перекресток"""; Часы работы Ежедневно с 09:00 до 20:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Зеленоград; Савёлкинский пр-д,  8;"Из Москвы: Ленинградский вокзал на электричке до станции Крюково. При  выходе с электрички справа находятся  автобусные остановки. Проезд на автобусах №3, №2, №11 до остановки ""Парк Победы"". При выходе из автобуса по лестнице на верх и прямо."; Часы работы Ежедневно с 9:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Зеленоград; корпус 1550,  ТЦ ГРИН;"С М. Речного вокзала маршрутка №476 до остановки ""Районный суд"", далее 5 мин ходьбы пешком до ТЦ"" Грин"". От М. Тушинской автобус №460 до остановки ""Рынок""-рядом ТЦ ""Грин"". С М. Планерная автобус № 720 до остановки ""Проспект"", далее 5 мин ходьбы до ТЦ ""Грин""."; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Пролетарская,  Симоновский вал,  12,  к.2,  ТЦ Седьмой континент;"м. Пролетарская последний вагон из центра. Выход по переходу на улицу, второй поворот на право. Остановка трамвай №40,43,12,20. Выходить на 3 остановке (Железнодорожный переезд). Перейти на другую сторону улицы. 1 этаж ""Седьмой континент"", 2 этаж ""Кораблик""."; Часы работы Ежедневно с 09:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Рязань; Московское ш.,  21,  ТРЦ Премьер;; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;"м. Домодедовская,  г. Москва,  Ореховый бульвар,  д. 15,  ТЦ ""Галерея Водолей"" ";"м. Домодедовская, 1-ый вагон из центра, по переходу налево, выход на улицу направо, с левой стороны увидите ТЦ ""Галерея Водолей"""; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Россия; Московская область,  Люберецкий район,  посёлок городского типа Октябрьский,  улица Ленина,  39Б;Из Москвы: м. Выхино, последний вагон из центра, выход к автостанции, перейти на противоположную сторону дороги, далее доехать можно на маршрутном такси 144, остановка магазин Дикси. Из области: ст. Люберцы маршрутное такси 23,33, остановка Дикси; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Железнодорожный; ул. Советская,  5,  ТЦ Юнион 2-й этаж;"1)на электричке от Курского вокзала-остановка г. Железнодорожный мы находимся прям на станции. ТЦ Юнион
2) от метро Новогиреево маршрутка №142. до г. Железнодорожного мы находимся прям на станции. ТЦ Юнион
3) от метро Выхино маршрутка № 100 Железнодорожного мы находимся прям на станции. ТЦ Юнион
"; Часы работы Ежедневно с 10:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Дмитров; ул. Профессиональная,  7,  ТЦ Дмитровский;"С Савеловского вокзала до станции г.Дмитров, далее автобусом 38,40,26,36 до остановки ул. Маркова (м-н Спар)
"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Жуковский; ул. Гагарина,  67,  ТЦ Океан;"от Выхино, авт/маршрутка №424, от Кузьминок авт/маршрутка № 525 до ост. ТЦ ""Океан"". От казанского вокзала электричкой до станции Ильинская (первый вагон по ходу), выйти на право и пешком минут 15-20 по ул. Опаленной Юности до ТЦ ""Океан""."; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Калуга; ул. Суворова,  113,  ТЦ Семейный;"Из Москвы: м. Юго-западное на автобусе, Киевский вокзал на электричке или на автобусе до станции Калуга 1. При выходе с электрички , до магазина можно доехать на  любом троллейбус, автобусе или маршрутном такси до остановки Концертный зал не переходя улицы , пройти вперед два перекрестка до ул. Суворова и повернуть направо, следовать до ТЦ Семейный. Или на маршрутном такси № 29, 31 до остановки ""Рынок"" (5-я от вокзала), пройти через сквер Медсестер до перекрестка Герцена-Суворова и повернуть направо до ТЦ Семейный."; Часы работы Ежедневно с 9:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Тимирязевская,  ул. Яблочкова,  21а,  ТЦ Тимирязевский;От М. Тимирязевская первый вагон из центра. Выход из метро на ул. Яблочкова (2 раза направо). Проходим 50 метров, слева ТЦ Тимирязевский. Магазин Кораблик находится на 2 этаже; Часы работы Ежедневно с 10:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Протвино; ул. Ленина,  22,  ТЦ Самохвал;"Из Москвы: от станции метро ""Южная"", междугородним автобусом ""Москва-Протвино"". Выход в городе на остановке ""АТС"". Далее переходим через дорогу и идем 5 минут пешком  до ТЦ ""Самохвал"" Магазин ""Кораблик"" находится на 2-м этаже.
"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Серпухов; ул. Ворошилова,  133а,  ТЦ Копейка;"Электричка с Курского вокзала до Станции Серпухов, далее любым автобусом по ул. Ворошилова до остановки ул. Горького. Пройти вперед 20 метров до торгового центра.
"; Часы работы Ежедневно с 09:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
